n,p,m
"{""synonym"":[Adrenal disorder],""name"":disorder of adrenal gland,""definition"":[],""label"":Disorder of adrenal gland,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/30171000,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Endocrine system disease],""name"":disorder of endocrine system,""definition"":[],""label"":Disorder of endocrine system,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/362969004,""ontology"":SNOMEDCT}"
"{""synonym"":[Adrenal disorder],""name"":disorder of adrenal gland,""definition"":[],""label"":Disorder of adrenal gland,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/30171000,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of retroperitoneal compartment],""name"":disorder of retroperitoneum,""definition"":[],""label"":Disorder of retroperitoneum,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/734045002,""ontology"":SNOMEDCT}"
"{""synonym"":[Endocrine system disease],""name"":disorder of endocrine system,""definition"":[],""label"":Disorder of endocrine system,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/362969004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Endocrine system disease],""name"":disorder of endocrine system,""definition"":[],""label"":Disorder of endocrine system,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/362969004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of body system (disorder)],""name"":disorder of body system,""definition"":[],""label"":Disorder of body system,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/362965005,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of adrenal cortex (disorder)],""name"":disorder of adrenal cortex,""definition"":[],""label"":Disorder of adrenal cortex,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/129636003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disorder of adrenal cortex (disorder)],""name"":disorder of adrenal cortex,""definition"":[],""label"":Disorder of adrenal cortex,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/129636003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Adrenal disorder],""name"":disorder of adrenal gland,""definition"":[],""label"":Disorder of adrenal gland,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/30171000,""ontology"":SNOMEDCT}"
"{""synonym"":[Paraneoplastic myositis (disorder)],""name"":paraneoplastic myositis,""definition"":[],""label"":Paraneoplastic myositis,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/442486007,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/due_to}","{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}"
"{""synonym"":[Paraneoplastic myositis (disorder)],""name"":paraneoplastic myositis,""definition"":[],""label"":Paraneoplastic myositis,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/442486007,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Paraneoplastic myositis (disorder)],""name"":paraneoplastic myositis,""definition"":[],""label"":Paraneoplastic myositis,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/442486007,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Inflammatory disorder of muscle],""name"":myositis,""definition"":['Inflammation of skeletal muscle, not including inflammation of cardiac muscle'],""label"":Myositis,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/26889001,""ontology"":SNOMEDCT}"
"{""synonym"":[Paraneoplastic myositis (disorder)],""name"":paraneoplastic myositis,""definition"":[],""label"":Paraneoplastic myositis,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/442486007,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Paraneoplastic syndrome (disorder)],""name"":paraneoplastic syndrome,""definition"":[],""label"":Paraneoplastic syndrome,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/49783001,""ontology"":SNOMEDCT}"
"{""synonym"":[Diencephalic syndrome secondary to tumor (disorder)],""name"":diencephalic syndrome secondary to tumor,""definition"":[],""label"":Diencephalic syndrome secondary to tumor,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/190492009,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/associated_with}","{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}"
"{""synonym"":[Diencephalic syndrome secondary to tumor (disorder)],""name"":diencephalic syndrome secondary to tumor,""definition"":[],""label"":Diencephalic syndrome secondary to tumor,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/190492009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Diencephalic syndrome secondary to tumor (disorder)],""name"":diencephalic syndrome secondary to tumor,""definition"":[],""label"":Diencephalic syndrome secondary to tumor,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/190492009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Diencephalic syndrome (disorder)],""name"":diencephalic syndrome,""definition"":[],""label"":Diencephalic syndrome,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/237733001,""ontology"":SNOMEDCT}"
"{""synonym"":[Diencephalic syndrome secondary to tumor (disorder)],""name"":diencephalic syndrome secondary to tumor,""definition"":[],""label"":Diencephalic syndrome secondary to tumor,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/190492009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Central nervous system complication (disorder)],""name"":central nervous system complication,""definition"":[],""label"":Central nervous system complication,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/87536007,""ontology"":SNOMEDCT}"
"{""synonym"":[Diencephalic syndrome (disorder)],""name"":diencephalic syndrome,""definition"":[],""label"":Diencephalic syndrome,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/237733001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Diencephalic syndrome (disorder)],""name"":diencephalic syndrome,""definition"":[],""label"":Diencephalic syndrome,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/237733001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Hypothalamic dysfunction],""name"":hypothalamic syndrome,""definition"":[],""label"":Hypothalamic syndrome,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/111568001,""ontology"":SNOMEDCT}"
"{""synonym"":[Diencephalic syndrome (disorder)],""name"":diencephalic syndrome,""definition"":[],""label"":Diencephalic syndrome,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/237733001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of pituitary],""name"":disorder of pituitary gland,""definition"":[],""label"":Disorder of pituitary gland,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/399244003,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of pituitary],""name"":disorder of pituitary gland,""definition"":[],""label"":Disorder of pituitary gland,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/399244003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disorder of pituitary],""name"":disorder of pituitary gland,""definition"":[],""label"":Disorder of pituitary gland,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/399244003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Hypothalamus disorder],""name"":disorder of hypothalamus,""definition"":[],""label"":Disorder of hypothalamus,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/399100005,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of pituitary],""name"":disorder of pituitary gland,""definition"":[],""label"":Disorder of pituitary gland,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/399244003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Endocrine system disease],""name"":disorder of endocrine system,""definition"":[],""label"":Disorder of endocrine system,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/362969004,""ontology"":SNOMEDCT}"
"{""synonym"":[Hypothalamus disorder],""name"":disorder of hypothalamus,""definition"":[],""label"":Disorder of hypothalamus,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/399100005,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Hypothalamus disorder],""name"":disorder of hypothalamus,""definition"":[],""label"":Disorder of hypothalamus,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/399100005,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Limbic disorder (disorder)],""name"":limbic disorder,""definition"":[],""label"":Limbic disorder,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55481000,""ontology"":SNOMEDCT}"
"{""synonym"":[Hypothalamus disorder],""name"":disorder of hypothalamus,""definition"":[],""label"":Disorder of hypothalamus,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/399100005,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of embryonic structure (disorder)],""name"":disorder of embryonic structure,""definition"":[],""label"":Disorder of embryonic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/609521009,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of embryonic structure (disorder)],""name"":disorder of embryonic structure,""definition"":[],""label"":Disorder of embryonic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/609521009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disorder of embryonic structure (disorder)],""name"":disorder of embryonic structure,""definition"":[],""label"":Disorder of embryonic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/609521009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}"
"{""synonym"":[Hypothalamic dysfunction],""name"":hypothalamic syndrome,""definition"":[],""label"":Hypothalamic syndrome,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/111568001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Hypothalamic dysfunction],""name"":hypothalamic syndrome,""definition"":[],""label"":Hypothalamic syndrome,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/111568001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Functional disease of the central nervous system with neuroendocrine disturbance],""name"":functional disease of the cns with neuroendocrine disturbance,""definition"":[],""label"":Functional disease of the CNS with neuroendocrine disturbance,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/81682002,""ontology"":SNOMEDCT}"
"{""synonym"":[Hypothalamic dysfunction],""name"":hypothalamic syndrome,""definition"":[],""label"":Hypothalamic syndrome,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/111568001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Hypothalamus disorder],""name"":disorder of hypothalamus,""definition"":[],""label"":Disorder of hypothalamus,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/399100005,""ontology"":SNOMEDCT}"
"{""synonym"":[Functional disease of the central nervous system with neuroendocrine disturbance],""name"":functional disease of the cns with neuroendocrine disturbance,""definition"":[],""label"":Functional disease of the CNS with neuroendocrine disturbance,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/81682002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Functional disease of the central nervous system with neuroendocrine disturbance],""name"":functional disease of the cns with neuroendocrine disturbance,""definition"":[],""label"":Functional disease of the CNS with neuroendocrine disturbance,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/81682002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Endocrine system disease],""name"":disorder of endocrine system,""definition"":[],""label"":Disorder of endocrine system,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/362969004,""ontology"":SNOMEDCT}"
"{""synonym"":[Functional disease of the central nervous system with neuroendocrine disturbance],""name"":functional disease of the cns with neuroendocrine disturbance,""definition"":[],""label"":Functional disease of the CNS with neuroendocrine disturbance,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/81682002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Central nervous system (CNS) disease],""name"":disorder of the central nervous system,""definition"":[],""label"":Disorder of the central nervous system,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/23853001,""ontology"":SNOMEDCT}"
"{""synonym"":[Immunodeficiency secondary to neoplasm (disorder)],""name"":immunodeficiency secondary to neoplasm,""definition"":[],""label"":Immunodeficiency secondary to neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/103077004,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/associated_with}","{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}"
"{""synonym"":[Immunodeficiency secondary to neoplasm (disorder)],""name"":immunodeficiency secondary to neoplasm,""definition"":[],""label"":Immunodeficiency secondary to neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/103077004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Immunodeficiency secondary to neoplasm (disorder)],""name"":immunodeficiency secondary to neoplasm,""definition"":[],""label"":Immunodeficiency secondary to neoplasm,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/103077004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Secondary immunodeficiency],""name"":secondary immune deficiency disorder,""definition"":[],""label"":Secondary immune deficiency disorder,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/33286000,""ontology"":SNOMEDCT}"
"{""synonym"":[Secondary immunodeficiency],""name"":secondary immune deficiency disorder,""definition"":[],""label"":Secondary immune deficiency disorder,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/33286000,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Secondary immunodeficiency],""name"":secondary immune deficiency disorder,""definition"":[],""label"":Secondary immune deficiency disorder,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/33286000,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Immunodeficiency disorder (disorder)],""name"":immunodeficiency disorder,""definition"":[],""label"":Immunodeficiency disorder,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/234532001,""ontology"":SNOMEDCT}"
"{""synonym"":[Immunodeficiency disorder (disorder)],""name"":immunodeficiency disorder,""definition"":[],""label"":Immunodeficiency disorder,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/234532001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Immunodeficiency disorder (disorder)],""name"":immunodeficiency disorder,""definition"":[],""label"":Immunodeficiency disorder,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/234532001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Immune system disorder],""name"":disorder of immune function,""definition"":[],""label"":Disorder of immune function,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414029004,""ontology"":SNOMEDCT}"
"{""synonym"":[Immune system disorder],""name"":disorder of immune function,""definition"":[],""label"":Disorder of immune function,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414029004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Immune system disorder],""name"":disorder of immune function,""definition"":[],""label"":Disorder of immune function,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414029004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}"
"{""synonym"":[Neoplastic masquerade syndrome (disorder)],""name"":neoplastic masquerade syndrome,""definition"":[],""label"":Neoplastic masquerade syndrome,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/416050006,""ontology"":SNOMEDCT}","{""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/associated_with}","{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}"
"{""synonym"":[Neoplastic masquerade syndrome (disorder)],""name"":neoplastic masquerade syndrome,""definition"":[],""label"":Neoplastic masquerade syndrome,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/416050006,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Neoplastic masquerade syndrome (disorder)],""name"":neoplastic masquerade syndrome,""definition"":[],""label"":Neoplastic masquerade syndrome,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/416050006,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Masquerade syndrome (disorder)],""name"":masquerade syndrome,""definition"":[],""label"":Masquerade syndrome,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/410577002,""ontology"":SNOMEDCT}"
"{""synonym"":[Masquerade syndrome (disorder)],""name"":masquerade syndrome,""definition"":[],""label"":Masquerade syndrome,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/410577002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Masquerade syndrome (disorder)],""name"":masquerade syndrome,""definition"":[],""label"":Masquerade syndrome,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/410577002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Vitreous cells (finding)],""name"":vitreous cells,""definition"":[],""label"":Vitreous cells,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/247086006,""ontology"":SNOMEDCT}"
"{""synonym"":[Masquerade syndrome (disorder)],""name"":masquerade syndrome,""definition"":[],""label"":Masquerade syndrome,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/410577002,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of vitreous body (disorder)],""name"":disorder of vitreous body,""definition"":[],""label"":Disorder of vitreous body,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/76682005,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of vitreous body (disorder)],""name"":disorder of vitreous body,""definition"":[],""label"":Disorder of vitreous body,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/76682005,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disorder of vitreous body (disorder)],""name"":disorder of vitreous body,""definition"":[],""label"":Disorder of vitreous body,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/76682005,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of soft tissue of head (disorder)],""name"":disorder of soft tissue of head,""definition"":[],""label"":Disorder of soft tissue of head,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/280131007,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of vitreous body (disorder)],""name"":disorder of vitreous body,""definition"":[],""label"":Disorder of vitreous body,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/76682005,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of connective tissue (disorder)],""name"":disorder of connective tissue,""definition"":[],""label"":Disorder of connective tissue,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/105969002,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of vitreous body (disorder)],""name"":disorder of vitreous body,""definition"":[],""label"":Disorder of vitreous body,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/76682005,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of orbit proper (disorder)],""name"":disorder of orbit proper,""definition"":[],""label"":Disorder of orbit proper,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/371436007,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of vitreous body (disorder)],""name"":disorder of vitreous body,""definition"":[],""label"":Disorder of vitreous body,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/76682005,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of vitreous cavity (disorder)],""name"":disorder of vitreous cavity,""definition"":[],""label"":Disorder of vitreous cavity,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/418842009,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of vitreous body (disorder)],""name"":disorder of vitreous body,""definition"":[],""label"":Disorder of vitreous body,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/76682005,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of ocular adnexa (disorder)],""name"":disorder of ocular adnexa,""definition"":[],""label"":Disorder of ocular adnexa,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/118941004,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of ocular adnexa (disorder)],""name"":disorder of ocular adnexa,""definition"":[],""label"":Disorder of ocular adnexa,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/118941004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disorder of ocular adnexa (disorder)],""name"":disorder of ocular adnexa,""definition"":[],""label"":Disorder of ocular adnexa,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/118941004,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of orbital region],""name"":disorder of eye region,""definition"":[],""label"":Disorder of eye region,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/371409005,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of orbital region],""name"":disorder of eye region,""definition"":[],""label"":Disorder of eye region,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/371409005,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disorder of orbital region],""name"":disorder of eye region,""definition"":[],""label"":Disorder of eye region,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/371409005,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder of head (disorder)],""name"":disorder of head,""definition"":[],""label"":Disorder of head,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/118934005,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of orbital region],""name"":disorder of eye region,""definition"":[],""label"":Disorder of eye region,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/371409005,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Visual system disorder (disorder)],""name"":visual system disorder,""definition"":[],""label"":Visual system disorder,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/128127008,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder of orbital region],""name"":disorder of eye region,""definition"":[],""label"":Disorder of eye region,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/371409005,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Finding of head region (finding)],""name"":finding of head region,""definition"":[],""label"":Finding of head region,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/298364001,""ontology"":SNOMEDCT}"
"{""synonym"":[Finding of head region (finding)],""name"":finding of head region,""definition"":[],""label"":Finding of head region,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/298364001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Finding of head region (finding)],""name"":finding of head region,""definition"":[],""label"":Finding of head region,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/298364001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Head finding (finding)],""name"":head finding,""definition"":[],""label"":Head finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/406122000,""ontology"":SNOMEDCT}"
"{""synonym"":[Visual system disorder (disorder)],""name"":visual system disorder,""definition"":[],""label"":Visual system disorder,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/128127008,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
