n,p,m
"{""synonym"":[Identifier (typed)],""name"":identifier (by type of entity),""definition"":['This concept exists only to assist EDAM maintenance and navigation in graphical browsers. It does not add semantic information. This branch provides an alternative organisation of the concepts nested under 'Accession' and 'Name'. All concepts under here are already included under 'Accession' or 'Name'.', 'An identifier that identifies a particular type of data.'],""label"":Identifier (by type of entity),""uri"":http://edamontology.org/data_0976,""ontology"":EDAM}","{""label"":in_subset,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#inSubset}","{""data"":data}"
"{""synonym"":[Identifier (typed)],""name"":identifier (by type of entity),""definition"":['This concept exists only to assist EDAM maintenance and navigation in graphical browsers. It does not add semantic information. This branch provides an alternative organisation of the concepts nested under 'Accession' and 'Name'. All concepts under here are already included under 'Accession' or 'Name'.', 'An identifier that identifies a particular type of data.'],""label"":Identifier (by type of entity),""uri"":http://edamontology.org/data_0976,""ontology"":EDAM}","{""label"":in_subset,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#inSubset}","{""data"":identifiers}"
"{""synonym"":[Identifier (typed)],""name"":identifier (by type of entity),""definition"":['This concept exists only to assist EDAM maintenance and navigation in graphical browsers. It does not add semantic information. This branch provides an alternative organisation of the concepts nested under 'Accession' and 'Name'. All concepts under here are already included under 'Accession' or 'Name'.', 'An identifier that identifies a particular type of data.'],""label"":Identifier (by type of entity),""uri"":http://edamontology.org/data_0976,""ontology"":EDAM}","{""label"":in_subset,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#inSubset}","{""data"":bioinformatics}"
"{""synonym"":[Identifier (typed)],""name"":identifier (by type of entity),""definition"":['This concept exists only to assist EDAM maintenance and navigation in graphical browsers. It does not add semantic information. This branch provides an alternative organisation of the concepts nested under 'Accession' and 'Name'. All concepts under here are already included under 'Accession' or 'Name'.', 'An identifier that identifies a particular type of data.'],""label"":Identifier (by type of entity),""uri"":http://edamontology.org/data_0976,""ontology"":EDAM}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Identifier (typed)],""name"":identifier (by type of entity),""definition"":['This concept exists only to assist EDAM maintenance and navigation in graphical browsers. It does not add semantic information. This branch provides an alternative organisation of the concepts nested under 'Accession' and 'Name'. All concepts under here are already included under 'Accession' or 'Name'.', 'An identifier that identifies a particular type of data.'],""label"":Identifier (by type of entity),""uri"":http://edamontology.org/data_0976,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}","{""uri"":http://www.w3.org/2002/07/owl#disjointWith}","{""synonym"":[Document, Record],""name"":report,""definition"":['You can use this term by default for any textual report, in case you can't find another, more specific term. Reports may be generated automatically or collated by hand and can include metadata on the origin, source, history, ownership or location of some thing.', 'A human-readable collection of information including annotation on a biological entity or phenomena, computer-generated reports of analysis of primary data (e.g. sequence or structural), and metadata (data about primary data) or any other free (essentially unformatted) text, as distinct from the primary data itself.'],""label"":Report,""uri"":http://edamontology.org/data_2048,""ontology"":EDAM}"
"{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}","{""uri"":http://www.w3.org/2002/07/owl#disjointWith}","{""synonym"":[],""name"":core data,""definition"":['A type of data that (typically) corresponds to entries from the primary biological databases and which is (typically) the primary input or output of a tool, i.e. the data the tool processes or generates, as distinct from metadata and identifiers which describe and identify such core data, parameters that control the behaviour of tools, reports of derivative data generated by tools and annotation.', 'Core data entities typically have a format and may be identified by an accession number.'],""label"":Core data,""uri"":http://edamontology.org/data_3031,""ontology"":EDAM}"
"{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}","{""label"":has_narrow_synonym,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym}","{""data"":http://purl.org/dc/elements/1.1/identifier}"
"{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}","{""label"":has_exact_synonym,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#hasExactSynonym}","{""data"":http://wsio.org/data_005}"
"{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}","{""label"":has_exact_synonym,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#hasExactSynonym}","{""data"":http://semanticscience.org/resource/SIO_000115}"
"{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}","{""label"":has_exact_synonym,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#hasExactSynonym}","{""data"":ID}"
"{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}","{""label"":in_subset,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#inSubset}","{""data"":edam}"
"{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}","{""label"":in_subset,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#inSubset}","{""data"":data}"
"{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}","{""label"":in_subset,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#inSubset}","{""data"":identifiers}"
"{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}","{""label"":in_subset,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#inSubset}","{""data"":bioinformatics}"
"{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""uri"":http://www.w3.org/2002/07/owl#disjointWith}","{""synonym"":[],""name"":deprecatedclass,""definition"":[],""label"":DeprecatedClass,""uri"":http://www.w3.org/2002/07/owl#DeprecatedClass,""ontology"":EDAM}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""uri"":http://www.w3.org/2002/07/owl#disjointWith}","{""synonym"":[Computational procedure, Computational subroutine, Computational tool, Computational operation, Function (programming), Lambda abstraction, sumo:Function, Mathematical function, Process, Mathematical operation, Function, Computational method],""name"":operation,""definition"":['A function that processes a set of inputs and results in a set of outputs, or associates arguments (inputs) with values (outputs).', 'Special cases are: a) An operation that consumes no input (has no input arguments). Such operation is either a constant function, or an operation depending only on the underlying state. b) An operation that may modify the underlying state but has no output. c) The singular-case operation with no input or output, that still may modify the underlying state.'],""label"":Operation,""uri"":http://edamontology.org/operation_0004,""ontology"":EDAM}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""label"":has_related_synonym,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym}","{""data"":http://semanticscience.org/resource/SIO_000088}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""label"":has_related_synonym,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym}","{""data"":http://semanticscience.org/resource/SIO_000069}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""label"":has_related_synonym,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym}","{""data"":http://purl.obolibrary.org/obo/IAO_0000027}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""label"":has_related_synonym,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym}","{""data"":http://www.onto-med.de/ontologies/gfo.owl#Perpetuant}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""label"":has_related_synonym,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym}","{""data"":http://purl.obolibrary.org/obo/IAO_0000030}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""label"":has_related_synonym,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym}","{""data"":http://purl.org/biotop/biotop.owl#DigitalEntity}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""label"":has_narrow_synonym,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym}","{""data"":Datum}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""label"":has_narrow_synonym,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym}","{""data"":Data set}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""label"":has_exact_synonym,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#hasExactSynonym}","{""data"":http://wsio.org/data_002}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""label"":has_exact_synonym,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#hasExactSynonym}","{""data"":Data record}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""label"":in_subset,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#inSubset}","{""data"":edam}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""label"":in_subset,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#inSubset}","{""data"":data}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""label"":in_subset,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#inSubset}","{""data"":bioinformatics}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""label"":has_broad_synonym,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym}","{""data"":http://www.ifomis.org/bfo/1.1/snap#Continuant}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""name"":THING,""label"":THING,""uri"":http://www.w3.org/2002/07/owl#Thing}"
"{""synonym"":[],""name"":accession,""definition"":['A persistent (stable) and unique identifier, typically identifying an object (entry) from a database.'],""label"":Accession,""uri"":http://edamontology.org/data_2091,""ontology"":EDAM}","{""label"":in_subset,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#inSubset}","{""data"":edam}"
"{""synonym"":[],""name"":accession,""definition"":['A persistent (stable) and unique identifier, typically identifying an object (entry) from a database.'],""label"":Accession,""uri"":http://edamontology.org/data_2091,""ontology"":EDAM}","{""label"":in_subset,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#inSubset}","{""data"":data}"
"{""synonym"":[],""name"":accession,""definition"":['A persistent (stable) and unique identifier, typically identifying an object (entry) from a database.'],""label"":Accession,""uri"":http://edamontology.org/data_2091,""ontology"":EDAM}","{""label"":in_subset,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#inSubset}","{""data"":identifiers}"
"{""synonym"":[],""name"":accession,""definition"":['A persistent (stable) and unique identifier, typically identifying an object (entry) from a database.'],""label"":Accession,""uri"":http://edamontology.org/data_2091,""ontology"":EDAM}","{""label"":in_subset,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#inSubset}","{""data"":bioinformatics}"
"{""synonym"":[],""name"":accession,""definition"":['A persistent (stable) and unique identifier, typically identifying an object (entry) from a database.'],""label"":Accession,""uri"":http://edamontology.org/data_2091,""ontology"":EDAM}","{""label"":has_broad_synonym,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym}","{""data"":http://semanticscience.org/resource/SIO_000731}"
"{""synonym"":[],""name"":accession,""definition"":['A persistent (stable) and unique identifier, typically identifying an object (entry) from a database.'],""label"":Accession,""uri"":http://edamontology.org/data_2091,""ontology"":EDAM}","{""label"":has_broad_synonym,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym}","{""data"":http://semanticscience.org/resource/SIO_000675}"
"{""synonym"":[],""name"":accession,""definition"":['A persistent (stable) and unique identifier, typically identifying an object (entry) from a database.'],""label"":Accession,""uri"":http://edamontology.org/data_2091,""ontology"":EDAM}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[],""name"":accession,""definition"":['A persistent (stable) and unique identifier, typically identifying an object (entry) from a database.'],""label"":Accession,""uri"":http://edamontology.org/data_2091,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""label"":Conceptual_Part_Of,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#R27}","{""uri"":http://www.w3.org/2000/01/rdf-schema#range}","{""synonym"":[Conceptual Entity],""name"":conceptual entity,""definition"":['An organizational header for concepts representing mostly abstract entities.'],""label"":Conceptual Entity,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20181,""ontology"":NCIT}"
"{""label"":Conceptual_Part_Of,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#R27}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#ObjectProperty}"
"{""label"":Conceptual_Part_Of,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#R27}","{""uri"":http://www.w3.org/2000/01/rdf-schema#domain}","{""synonym"":[Conceptual Entity],""name"":conceptual entity,""definition"":['An organizational header for concepts representing mostly abstract entities.'],""label"":Conceptual Entity,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20181,""ontology"":NCIT}"
"{""synonym"":[Conceptual_Part_Of],""name"":conceptual_part_of,""definition"":['A role used to indicate that a conceptual entity is a sub-entity of another conceptual entity. Both the domain and the range for this role are 'Conceptual Entity'.'],""label"":Conceptual_Part_Of,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43743,""ontology"":NCIT}","{""label"":Role_Has_Range,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A2}","{""synonym"":[Conceptual Entity],""name"":conceptual entity,""definition"":['An organizational header for concepts representing mostly abstract entities.'],""label"":Conceptual Entity,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20181,""ontology"":NCIT}"
"{""synonym"":[Conceptual_Part_Of],""name"":conceptual_part_of,""definition"":['A role used to indicate that a conceptual entity is a sub-entity of another conceptual entity. Both the domain and the range for this role are 'Conceptual Entity'.'],""label"":Conceptual_Part_Of,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43743,""ontology"":NCIT}","{""label"":Role_Has_Range,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A2}","{""synonym"":[Conceptual Entity],""name"":conceptual entity,""definition"":['An organizational header for concepts representing mostly abstract entities.'],""label"":Conceptual Entity,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20181,""ontology"":NCIT}"
"{""synonym"":[Conceptual_Part_Of],""name"":conceptual_part_of,""definition"":['A role used to indicate that a conceptual entity is a sub-entity of another conceptual entity. Both the domain and the range for this role are 'Conceptual Entity'.'],""label"":Conceptual_Part_Of,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43743,""ontology"":NCIT}","{""label"":Role_Has_Domain,""type"":http://www.w3.org/2002/07/owl#ObjectProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A1}","{""synonym"":[Conceptual Entity],""name"":conceptual entity,""definition"":['An organizational header for concepts representing mostly abstract entities.'],""label"":Conceptual Entity,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20181,""ontology"":NCIT}"
"{""synonym"":[Conceptual_Part_Of],""name"":conceptual_part_of,""definition"":['A role used to indicate that a conceptual entity is a sub-entity of another conceptual entity. Both the domain and the range for this role are 'Conceptual Entity'.'],""label"":Conceptual_Part_Of,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43743,""ontology"":NCIT}","{""label"":Role_Has_Domain,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#A1}","{""synonym"":[Conceptual Entity],""name"":conceptual entity,""definition"":['An organizational header for concepts representing mostly abstract entities.'],""label"":Conceptual Entity,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20181,""ontology"":NCIT}"
"{""synonym"":[Conceptual_Part_Of],""name"":conceptual_part_of,""definition"":['A role used to indicate that a conceptual entity is a sub-entity of another conceptual entity. Both the domain and the range for this role are 'Conceptual Entity'.'],""label"":Conceptual_Part_Of,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43743,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Conceptual_Part_Of],""name"":conceptual_part_of,""definition"":['A role used to indicate that a conceptual entity is a sub-entity of another conceptual entity. Both the domain and the range for this role are 'Conceptual Entity'.'],""label"":Conceptual_Part_Of,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43743,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Role, NCI Thesaurus Role],""name"":nci thesaurus role,""definition"":['A specific non-hierarchical, named relationship between concepts present in the NCI Thesaurus.'],""label"":NCI Thesaurus Role,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43643,""ontology"":NCIT}"
"{""synonym"":[Role, NCI Thesaurus Role],""name"":nci thesaurus role,""definition"":['A specific non-hierarchical, named relationship between concepts present in the NCI Thesaurus.'],""label"":NCI Thesaurus Role,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43643,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Role, NCI Thesaurus Role],""name"":nci thesaurus role,""definition"":['A specific non-hierarchical, named relationship between concepts present in the NCI Thesaurus.'],""label"":NCI Thesaurus Role,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43643,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[NCI Thesaurus Entity],""name"":nci thesaurus entity,""definition"":['The terminology entities that represent the elements that form and define the NCI Thesaurus.'],""label"":NCI Thesaurus Entity,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43639,""ontology"":NCIT}"
"{""synonym"":[NCI Thesaurus Entity],""name"":nci thesaurus entity,""definition"":['The terminology entities that represent the elements that form and define the NCI Thesaurus.'],""label"":NCI Thesaurus Entity,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43639,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
